dataset,site,image_resized,mask_resized
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26012003401_img.png,../coral_project_outputs\resized_data\26012003401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26012003501_img.png,../coral_project_outputs\resized_data\26012003501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26012003601_img.png,../coral_project_outputs\resized_data\26012003601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26012003701_img.png,../coral_project_outputs\resized_data\26012003701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013126301_img.png,../coral_project_outputs\resized_data\26013126301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013130401_img.png,../coral_project_outputs\resized_data\26013130401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013132801_img.png,../coral_project_outputs\resized_data\26013132801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013132901_img.png,../coral_project_outputs\resized_data\26013132901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133001_img.png,../coral_project_outputs\resized_data\26013133001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133101_img.png,../coral_project_outputs\resized_data\26013133101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133201_img.png,../coral_project_outputs\resized_data\26013133201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133301_img.png,../coral_project_outputs\resized_data\26013133301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133401_img.png,../coral_project_outputs\resized_data\26013133401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133501_img.png,../coral_project_outputs\resized_data\26013133501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133601_img.png,../coral_project_outputs\resized_data\26013133601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133701_img.png,../coral_project_outputs\resized_data\26013133701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013133801_img.png,../coral_project_outputs\resized_data\26013133801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013134101_img.png,../coral_project_outputs\resized_data\26013134101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013134201_img.png,../coral_project_outputs\resized_data\26013134201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013134301_img.png,../coral_project_outputs\resized_data\26013134301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013134401_img.png,../coral_project_outputs\resized_data\26013134401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013135301_img.png,../coral_project_outputs\resized_data\26013135301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013136201_img.png,../coral_project_outputs\resized_data\26013136201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013136301_img.png,../coral_project_outputs\resized_data\26013136301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\26013143201_img.png,../coral_project_outputs\resized_data\26013143201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001007501_img.png,../coral_project_outputs\resized_data\32001007501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001007601_img.png,../coral_project_outputs\resized_data\32001007601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001007801_img.png,../coral_project_outputs\resized_data\32001007801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001007901_img.png,../coral_project_outputs\resized_data\32001007901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008001_img.png,../coral_project_outputs\resized_data\32001008001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008101_img.png,../coral_project_outputs\resized_data\32001008101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008201_img.png,../coral_project_outputs\resized_data\32001008201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008301_img.png,../coral_project_outputs\resized_data\32001008301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008401_img.png,../coral_project_outputs\resized_data\32001008401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008501_img.png,../coral_project_outputs\resized_data\32001008501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008601_img.png,../coral_project_outputs\resized_data\32001008601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008701_img.png,../coral_project_outputs\resized_data\32001008701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008801_img.png,../coral_project_outputs\resized_data\32001008801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001008901_img.png,../coral_project_outputs\resized_data\32001008901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001009001_img.png,../coral_project_outputs\resized_data\32001009001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001009101_img.png,../coral_project_outputs\resized_data\32001009101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001009201_img.png,../coral_project_outputs\resized_data\32001009201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001009301_img.png,../coral_project_outputs\resized_data\32001009301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001009401_img.png,../coral_project_outputs\resized_data\32001009401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001031801_img.png,../coral_project_outputs\resized_data\32001031801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001034601_img.png,../coral_project_outputs\resized_data\32001034601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001068501_img.png,../coral_project_outputs\resized_data\32001068501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001087101_img.png,../coral_project_outputs\resized_data\32001087101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32001088201_img.png,../coral_project_outputs\resized_data\32001088201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32002090001_img.png,../coral_project_outputs\resized_data\32002090001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32002102201_img.png,../coral_project_outputs\resized_data\32002102201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32002102901_img.png,../coral_project_outputs\resized_data\32002102901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32002112201_img.png,../coral_project_outputs\resized_data\32002112201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009246801_img.png,../coral_project_outputs\resized_data\32009246801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009258401_img.png,../coral_project_outputs\resized_data\32009258401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009267501_img.png,../coral_project_outputs\resized_data\32009267501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009267601_img.png,../coral_project_outputs\resized_data\32009267601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009267701_img.png,../coral_project_outputs\resized_data\32009267701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009267801_img.png,../coral_project_outputs\resized_data\32009267801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009268201_img.png,../coral_project_outputs\resized_data\32009268201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009268301_img.png,../coral_project_outputs\resized_data\32009268301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009268401_img.png,../coral_project_outputs\resized_data\32009268401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009268501_img.png,../coral_project_outputs\resized_data\32009268501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009268601_img.png,../coral_project_outputs\resized_data\32009268601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009268701_img.png,../coral_project_outputs\resized_data\32009268701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269101_img.png,../coral_project_outputs\resized_data\32009269101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269201_img.png,../coral_project_outputs\resized_data\32009269201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269301_img.png,../coral_project_outputs\resized_data\32009269301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269401_img.png,../coral_project_outputs\resized_data\32009269401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269501_img.png,../coral_project_outputs\resized_data\32009269501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269601_img.png,../coral_project_outputs\resized_data\32009269601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269701_img.png,../coral_project_outputs\resized_data\32009269701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269801_img.png,../coral_project_outputs\resized_data\32009269801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009269901_img.png,../coral_project_outputs\resized_data\32009269901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009270001_img.png,../coral_project_outputs\resized_data\32009270001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009270301_img.png,../coral_project_outputs\resized_data\32009270301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009270401_img.png,../coral_project_outputs\resized_data\32009270401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32009271301_img.png,../coral_project_outputs\resized_data\32009271301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010003301_img.png,../coral_project_outputs\resized_data\32010003301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010006701_img.png,../coral_project_outputs\resized_data\32010006701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010006901_img.png,../coral_project_outputs\resized_data\32010006901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010007201_img.png,../coral_project_outputs\resized_data\32010007201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010007301_img.png,../coral_project_outputs\resized_data\32010007301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010007701_img.png,../coral_project_outputs\resized_data\32010007701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010008001_img.png,../coral_project_outputs\resized_data\32010008001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010008101_img.png,../coral_project_outputs\resized_data\32010008101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010009001_img.png,../coral_project_outputs\resized_data\32010009001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010009101_img.png,../coral_project_outputs\resized_data\32010009101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010009201_img.png,../coral_project_outputs\resized_data\32010009201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010009301_img.png,../coral_project_outputs\resized_data\32010009301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010012401_img.png,../coral_project_outputs\resized_data\32010012401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010016901_img.png,../coral_project_outputs\resized_data\32010016901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010017201_img.png,../coral_project_outputs\resized_data\32010017201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010024701_img.png,../coral_project_outputs\resized_data\32010024701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32010026301_img.png,../coral_project_outputs\resized_data\32010026301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011066301_img.png,../coral_project_outputs\resized_data\32011066301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011077101_img.png,../coral_project_outputs\resized_data\32011077101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011080501_img.png,../coral_project_outputs\resized_data\32011080501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011082601_img.png,../coral_project_outputs\resized_data\32011082601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011086801_img.png,../coral_project_outputs\resized_data\32011086801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011088501_img.png,../coral_project_outputs\resized_data\32011088501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011104401_img.png,../coral_project_outputs\resized_data\32011104401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32011137201_img.png,../coral_project_outputs\resized_data\32011137201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012140901_img.png,../coral_project_outputs\resized_data\32012140901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012164201_img.png,../coral_project_outputs\resized_data\32012164201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012165201_img.png,../coral_project_outputs\resized_data\32012165201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012168901_img.png,../coral_project_outputs\resized_data\32012168901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012174001_img.png,../coral_project_outputs\resized_data\32012174001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012178301_img.png,../coral_project_outputs\resized_data\32012178301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32012187101_img.png,../coral_project_outputs\resized_data\32012187101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016002001_img.png,../coral_project_outputs\resized_data\32016002001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016006201_img.png,../coral_project_outputs\resized_data\32016006201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016007701_img.png,../coral_project_outputs\resized_data\32016007701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016009601_img.png,../coral_project_outputs\resized_data\32016009601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016011301_img.png,../coral_project_outputs\resized_data\32016011301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016011501_img.png,../coral_project_outputs\resized_data\32016011501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016014101_img.png,../coral_project_outputs\resized_data\32016014101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32016015001_img.png,../coral_project_outputs\resized_data\32016015001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32017016601_img.png,../coral_project_outputs\resized_data\32017016601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32017019101_img.png,../coral_project_outputs\resized_data\32017019101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32017024301_img.png,../coral_project_outputs\resized_data\32017024301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32017028701_img.png,../coral_project_outputs\resized_data\32017028701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32017059501_img.png,../coral_project_outputs\resized_data\32017059501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32017085701_img.png,../coral_project_outputs\resized_data\32017085701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018109201_img.png,../coral_project_outputs\resized_data\32018109201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018140601_img.png,../coral_project_outputs\resized_data\32018140601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018140701_img.png,../coral_project_outputs\resized_data\32018140701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018140801_img.png,../coral_project_outputs\resized_data\32018140801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018140901_img.png,../coral_project_outputs\resized_data\32018140901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141001_img.png,../coral_project_outputs\resized_data\32018141001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141101_img.png,../coral_project_outputs\resized_data\32018141101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141201_img.png,../coral_project_outputs\resized_data\32018141201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141301_img.png,../coral_project_outputs\resized_data\32018141301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141401_img.png,../coral_project_outputs\resized_data\32018141401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141501_img.png,../coral_project_outputs\resized_data\32018141501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141601_img.png,../coral_project_outputs\resized_data\32018141601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141701_img.png,../coral_project_outputs\resized_data\32018141701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141801_img.png,../coral_project_outputs\resized_data\32018141801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018141901_img.png,../coral_project_outputs\resized_data\32018141901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142101_img.png,../coral_project_outputs\resized_data\32018142101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142201_img.png,../coral_project_outputs\resized_data\32018142201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142301_img.png,../coral_project_outputs\resized_data\32018142301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142401_img.png,../coral_project_outputs\resized_data\32018142401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142501_img.png,../coral_project_outputs\resized_data\32018142501_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142601_img.png,../coral_project_outputs\resized_data\32018142601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142701_img.png,../coral_project_outputs\resized_data\32018142701_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142801_img.png,../coral_project_outputs\resized_data\32018142801_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018142901_img.png,../coral_project_outputs\resized_data\32018142901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018143001_img.png,../coral_project_outputs\resized_data\32018143001_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018143101_img.png,../coral_project_outputs\resized_data\32018143101_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018143201_img.png,../coral_project_outputs\resized_data\32018143201_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018143301_img.png,../coral_project_outputs\resized_data\32018143301_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018143401_img.png,../coral_project_outputs\resized_data\32018143401_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018146601_img.png,../coral_project_outputs\resized_data\32018146601_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018163901_img.png,../coral_project_outputs\resized_data\32018163901_mask.png
benthic,SEAVIEW_IDN_PHL,../coral_project_outputs\resized_data\32018169001_img.png,../coral_project_outputs\resized_data\32018169001_mask.png
