source,location,image,mask_coral,status,coral_pixels,height,width,group_key,has_coral,split
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PM_T3_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PM_T3_30nov24_CGomez_corr_coral.png,created,4379138,2445,3193,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PP_T1_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PP_T1_30nov24_HBenavides_corr_coral.png,created,4018416,2537,3369,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PP_T2_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PP_T2_30nov24_HBenavides_corr_coral.png,created,5916408,2533,3365,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PP_T3_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PP_T3_30nov24_HBenavides_corr_coral.png,created,5067129,2513,3405,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PSa_T1_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PSa_T1_30nov24_CDaza_corr_coral.png,created,1463409,2577,3389,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PSa_T2_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PSa_T2_30nov24_CDaza_corr_coral.png,created,470091,2577,3385,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C10_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,1185530,2625,3425,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PM_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PM_T1_19nov24_CGomez_Corr_coral.png,created,617816,3193,4236,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PM_T2_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PM_T2_19nov24_CGomez_Corr_coral.png,created,4169729,3145,4221,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PM_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PM_T3_19nov24_CGomez_Corr_coral.png,created,0,3197,4292,bleaching_data_RS,0,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PP_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PP_T1_19nov24_CGomez_Corr_coral.png,created,754354,3197,4229,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PP_T2_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PP_T2_19nov24_CGomez_Corr_coral.png,created,3497177,3233,4253,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PP_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PP_T3_19nov24_CGomez_Corr_coral.png,created,3970774,3217,4225,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PSA_T1_19nov24_HBenavides_Corr_coral.png,created,816632,3102,4122,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PSA_T2_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PSA_T2_19nov24_HBenavides_Corr_coral.png,created,78199,3123,4160,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PSA_T3_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PSA_T3_19nov24_HBenavides_Corr_coral.png,created,0,3148,4160,bleaching_data_RS,0,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PSb_T1_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PSb_T1_19nov24_HBenavides_Corr_coral.png,created,2066992,3169,4209,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PSb_T2_19nov24_HBenavides_Corr_coral.png,created,2670574,3133,4165,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C10_PB_PSb_T3_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C10_PB_PSb_T3_19nov24_HBenavides_Corr_coral.png,created,4611569,3117,4205,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_BC_PM_T1_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C11_BC_PM_T1_29nov24_CDaza_corr_coral.png,created,5599597,2425,3217,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_BC_PM_T2_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C11_BC_PM_T2_29nov24_CDaza_corr_coral.png,created,4716261,2381,3177,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_BC_PM_T3_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C11_BC_PM_T3_29nov24_CDaza_corr_coral.png,created,2057991,2505,3149,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_BC_PP_T1_29nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C11_BC_PP_T1_29nov24_HBenavides_corr_coral.png,created,2774373,2557,3417,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_BC_PP_T2_29nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C11_BC_PP_T2_29nov24_HBenavides_corr_coral.png,created,1759792,2517,3385,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_BC_PP_T3_29nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C11_BC_PP_T3_29nov24_HBenavides_corr_coral.png,created,4790332,2561,3469,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PM_T1_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PM_T1_30nov24_CGomez_corr_coral.png,created,4260788,2409,3217,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PM_T2_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PM_T2_30nov24_CGomez_corr_coral.png,created,4515373,2466,3261,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PM_T3_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PM_T3_30nov24_CGomez_corr_coral.png,created,3753364,2397,3253,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PP_T1_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PP_T1_30nov24_HBenavides_corr_coral.png,created,1872492,2525,3341,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PP_T2_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PP_T2_30nov24_HBenavides_corr_coral.png,created,2108289,2557,3353,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PP_T3_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PP_T3_30nov24_HBenavides_corr_coral.png,created,3018345,2545,3401,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PSa_T1_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PSa_T1_30nov24_CDaza_corr_coral.png,created,846812,2601,3401,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PSa_T2_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PSa_T2_30nov24_CDaza_corr_coral.png,created,1647662,2529,3349,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C11_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,1213639,2641,3425,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PM_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PM_T1_19nov24_CGomez_Corr_coral.png,created,3628050,3209,4297,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PM_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PM_T3_19nov24_CGomez_Corr_coral.png,created,0,3177,4252,bleaching_data_RS,0,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PP_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PP_T1_19nov24_CGomez_Corr_coral.png,created,562736,3165,4244,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PP_T2_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PP_T2_19nov24_CGomez_Corr_coral.png,created,1099789,3201,4269,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PP_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PP_T3_19nov24_CGomez_Corr_coral.png,created,1223298,3201,4277,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PSA_T1_19nov24_HBenavides_Corr_coral.png,created,5718469,3115,4180,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PSA_T2_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PSA_T2_19nov24_HBenavides_Corr_coral.png,created,31067,3120,4158,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PSA_T3_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PSA_T3_19nov24_HBenavides_Corr_coral.png,created,48966,3233,4239,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PSb_T1_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PSb_T1_19nov24_HBenavides_Corr_coral.png,created,331562,3137,4204,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PSb_T2_19nov24_HBenavides_Corr_coral.png,created,2559958,3129,4181,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C11_PB_PSb_T3_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C11_PB_PSb_T3_19nov24_HBenavides_Corr_coral.png,created,2297549,3173,4205,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_BC_PM_T1_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C12_BC_PM_T1_29nov24_CDaza_corr_coral.png,created,6065358,2521,3265,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_BC_PM_T2_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C12_BC_PM_T2_29nov24_CDaza_corr_coral.png,created,3137222,2385,3182,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_BC_PM_T3_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C12_BC_PM_T3_29nov24_CDaza_corr_coral.png,created,3346275,2469,3269,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_BC_PP_T3_29nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C12_BC_PP_T3_29nov24_HBenavides_corr_coral.png,created,3062809,2569,3393,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PM_T1_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PM_T1_30nov24_CGomez_corr_coral.png,created,3719242,2381,3185,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PM_T2_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PM_T2_30nov24_CGomez_corr_coral.png,created,1040430,2457,3233,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PM_T3_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PM_T3_30nov24_CGomez_corr_coral.png,created,4736861,2397,3196,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PP_T3_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PP_T3_30nov24_HBenavides_corr_coral.png,created,3186169,2526,3389,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PSa_T1_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PSa_T1_30nov24_CDaza_corr_coral.png,created,943858,2521,3405,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PSa_T2_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PSa_T2_30nov24_CDaza_corr_coral.png,created,1878765,2529,3385,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C12_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,2032378,2677,3466,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PM_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PM_T1_19nov24_CGomez_Corr_coral.png,created,4774555,3185,4285,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PM_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PM_T3_19nov24_CGomez_Corr_coral.png,created,0,3189,4301,bleaching_data_RS,0,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PP_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PP_T1_19nov24_CGomez_Corr_coral.png,created,540645,3189,4212,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PP_T2_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PP_T2_19nov24_CGomez_Corr_coral.png,created,5906666,3173,4253,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PSA_T1_19nov24_HBenavides_Corr_coral.png,created,0,3070,4165,bleaching_data_RS,0,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PSA_T3_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PSA_T3_19nov24_HBenavides_Corr_coral.png,created,166902,3096,4171,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PSb_T1_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PSb_T1_19nov24_HBenavides_Corr_coral.png,created,632079,3137,4213,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C12_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C12_PB_PSb_T2_19nov24_HBenavides_Corr_coral.png,created,2923617,3145,4225,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_BC_PM_T1_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C13_BC_PM_T1_29nov24_CDaza_corr_coral.png,created,3830881,2381,3261,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_BC_PM_T2_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C13_BC_PM_T2_29nov24_CDaza_corr_coral.png,created,4501803,2405,3161,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_BC_PM_T3_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C13_BC_PM_T3_29nov24_CDaza_corr_coral.png,created,5509076,2441,3201,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_BC_PP_T3_29nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C13_BC_PP_T3_29nov24_HBenavides_corr_coral.png,created,1311238,2577,3357,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_Gr_PM_T1_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C13_Gr_PM_T1_30nov24_CGomez_corr_coral.png,created,3926296,2485,3201,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_Gr_PM_T3_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C13_Gr_PM_T3_30nov24_CGomez_corr_coral.png,created,4082166,2401,3289,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_Gr_PP_T3_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C13_Gr_PP_T3_30nov24_HBenavides_corr_coral.png,created,4332788,2517,3361,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_Gr_PSa_T1_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C13_Gr_PSa_T1_30nov24_CDaza_corr_coral.png,created,800748,2617,3389,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C13_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,3344182,2601,3405,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_PB_PM_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C13_PB_PM_T1_19nov24_CGomez_Corr_coral.png,created,8005143,3165,4205,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_PB_PM_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C13_PB_PM_T3_19nov24_CGomez_Corr_coral.png,created,0,3185,4196,bleaching_data_RS,0,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_PB_PP_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C13_PB_PP_T1_19nov24_CGomez_Corr_coral.png,created,66369,3189,4253,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_PB_PP_T2_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C13_PB_PP_T2_19nov24_CGomez_Corr_coral.png,created,5669218,3190,4245,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C13_PB_PSb_T2_19nov24_HBenavides_Corr.JPG,bleaching_data_RS\masks_coral\C13_PB_PSb_T2_19nov24_HBenavides_Corr_coral.png,created,632709,3173,4205,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_BC_PM_T1_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C14_BC_PM_T1_29nov24_CDaza_corr_coral.png,created,3499613,2449,3273,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_BC_PM_T2_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C14_BC_PM_T2_29nov24_CDaza_corr_coral.png,created,2667951,2337,3153,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_BC_PM_T3_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C14_BC_PM_T3_29nov24_CDaza_corr_coral.png,created,4624721,2485,3233,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_Gr_PM_T3_30nov24_CGomez_corr.jpg,bleaching_data_RS\masks_coral\C14_Gr_PM_T3_30nov24_CGomez_corr_coral.png,created,5400140,2377,3249,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_Gr_PP_T3_30nov24_HBenavides_corr.jpg,bleaching_data_RS\masks_coral\C14_Gr_PP_T3_30nov24_HBenavides_corr_coral.png,created,951315,2549,3385,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_Gr_PSa_T1_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C14_Gr_PSa_T1_30nov24_CDaza_corr_coral.png,created,1844379,2589,3373,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C14_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,784677,2661,3437,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_PB_PM_T1_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C14_PB_PM_T1_19nov24_CGomez_Corr_coral.png,created,6351411,3157,4181,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C14_PB_PM_T3_19nov24_CGomez_Corr.JPG,bleaching_data_RS\masks_coral\C14_PB_PM_T3_19nov24_CGomez_Corr_coral.png,created,1706210,3229,4245,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C15_BC_PM_T1_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C15_BC_PM_T1_29nov24_CDaza_corr_coral.png,created,2159828,2457,3309,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C15_BC_PM_T2_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C15_BC_PM_T2_29nov24_CDaza_corr_coral.png,created,3085516,2473,3205,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C15_BC_PM_T3_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C15_BC_PM_T3_29nov24_CDaza_corr_coral.png,created,6361636,2425,3226,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C15_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C15_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,2423491,2617,3393,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C16_BC_PM_T1_29nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C16_BC_PM_T1_29nov24_CDaza_corr_coral.png,created,3431026,2401,3225,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C16_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C16_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,1283467,2621,3393,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C17_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C17_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,1285682,2593,3405,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C18_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C18_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,1162274,2661,3418,bleaching_data_RS,1,train
bleaching_data_RS,bleaching,bleaching_data_RS\images\C19_Gr_PSa_T3_30nov24_CDaza_corr.jpg,bleaching_data_RS\masks_coral\C19_Gr_PSa_T3_30nov24_CDaza_corr_coral.png,created,726053,2629,3454,bleaching_data_RS,1,train
